zeit_utc,open,high,low,close,volume
2024-12-11 16:00,21696.50,21770.00,21690.50,21760.25,65763
2024-12-11 17:00,21760.50,21791.00,21759.00,21781.25,44713
2024-12-11 18:00,21781.25,21811.75,21778.75,21793.00,37066
2024-12-11 19:00,21793.00,21810.75,21779.75,21800.00,32114
2024-12-11 20:00,21799.75,21820.00,21787.50,21791.25,55742
2024-12-11 21:00,21791.75,21792.25,21750.25,21755.75,25239
2024-12-11 23:00,21756.75,21767.00,21747.75,21758.00,0
2024-12-12 00:00,21758.00,21761.75,21742.50,21752.00,3599
2024-12-12 01:00,21751.75,21759.00,21747.50,21752.25,2710
2024-12-12 02:00,21752.25,21759.50,21749.00,21753.00,1939
2024-12-12 03:00,21752.75,21763.50,21752.75,21760.75,2107
2024-12-12 04:00,21760.75,21763.00,21757.25,21761.50,1104
2024-12-12 05:00,21757.75,21764.75,21756.00,21764.50,1510
2024-12-12 06:00,21765.00,21772.25,21755.00,21761.25,2393
2024-12-12 07:00,21761.25,21765.75,21748.00,21752.50,2532
2024-12-12 08:00,21752.25,21770.80,21742.75,21752.00,4606
2024-12-12 09:00,21752.75,21763.00,21730.75,21734.00,4899
2024-12-12 10:00,21734.25,21747.00,21727.75,21743.50,3800
2024-12-12 11:00,21743.25,21749.00,21721.00,21724.00,6120
2024-12-12 12:00,21724.50,21732.00,21693.00,21701.50,8152
